ClaveMateria,Clave Materi(NOUSAR),Materia,Grupo,TipoGrupo,Docente,SalOn,Horario,Cupo
CBE304696,CBE-3046-96,PROYECTO DE TITULACION,D,Teoria,HOLGUIN DE LA CRUZ JAVIER Teams Lunes,"18:00-20:00,","Martes 10:00-12:00, Miércoles 18:00-20:00, Jueves 10:00-12:00",10
CBE304696,CBE-3046-96,PROYECTO DE TITULACION,F,Teoria,COTA RUIZ JUAN DE DIOS,103,"Martes 11:00-15:00, Jueves 11:00-15:00",14
CBE304700,CBE-3047-00,PROYECTO DE TITULACION I,A,Teoria,TENANGO PIRIN OSCAR,103-H-302-j,"Lunes 16:00-18:00, Miércoles 16:00-18:00",15
CBE304700,CBE-3047-00,PROYECTO DE TITULACION I,B,Teoria,DOMINGUEZ CHICAS ANGELINA,103-E-208,"Martes 18:00-20:00, Jueves 18:00-20:00",5
CBE304700,CBE-3047-00,PROYECTO DE TITULACION I,C,Teoria,HERNANDEZ GARCIA YAZMIN GUADALUPE,103-E-209,Viernes 17:00-21:00,5
CBE304700,CBE-3047-00,PROYECTO DE TITULACION I,D,Teoria,PEREZ RUIZ ELI RAFAEL,103-E-205,Viernes 17:00-21:00,5
CBE304700,CBE-3047-00,PROYECTO DE TITULACION I,E,Teoria,SOTO PADILLA MARISELA YADIRA,103-W-115,"Lunes 16:00-18:00, Miércoles 16:00-18:00",5
CBE304800,CBE-3048-00,PROYECTO DE TITULACION II,A,Teoria,ZALAPA GARIBAY MANUELA ALEJANDRA,103-D-102-b,"Lunes 18:00-20:00, Miércoles 18:00-20:00",15
CBE304800,CBE-3048-00,PROYECTO DE TITULACION II,B,Teoria,DOMINGUEZ CHICAS ANGELINA,103-E-210,Viernes 17:00-21:00,5
CBE304800,CBE-3048-00,PROYECTO DE TITULACION II,C,Teoria,HERNANDEZ GARCIA YAZMIN GUADALUPE,103-E-208,"Martes 16:00-18:00, Jueves 16:00-18:00",5
CBE304800,CBE-3048-00,PROYECTO DE TITULACION II,D,Teoria,PEREZ RUIZ ELI RAFAEL,103-W-118,"Lunes 16:00-18:00, Miércoles 16:00-18:00",5
CBE304800,CBE-3048-00,PROYECTO DE TITULACION II,E,Teoria,SOTO PADILLA MARISELA YADIRA,103-E-112,Viernes 17:00-21:00,5
CBE312106,CBE-3121-06,INTRODUCCION A LA FISICA DE MATERIALES,A,Teoria,HERNANDEZ PAZ JUAN FRANCISCO,103,"Lunes 13:00-15:00, Miércoles 13:00-15:00",30
CBE312206,CBE-3122-06,FISICA DE LOS MEDIOS CONTINUOS,A,Teoria,DENA ORNELAS OSCAR SOTERO,103-H-201-b,"Lunes 16:00-18:00, Miércoles 16:00-18:00",30
CBE312306,CBE-3123-06,FISICA APLICADA,A,Teoria,TREJO MANDUJANO HECTOR ALEJANDRO,103-H-201-b,"Martes 16:00-18:00, Jueves 16:00-18:00",30
CBE312606,CBE-3126-06,FISICA DEL ESTADO SOLIDO,A,Teoria,RIVAS VALLES GILDARDO,103-D-111,"Martes 16:00-18:00, Jueves 16:00-18:00",20
CBE315706,CBE-3157-06,MECANICA CUANTICA II,A,Teoria,SAENZ VILLELA JESUS MANUEL,103-H1-302,"Martes 16:00-18:00, Jueves 16:00-18:00",20
CBE316506,CBE-3165-06,GEOFISICA,A,Teoria,DENA ORNELAS OSCAR SOTERO,103-W-115,"Lunes 13:00-15:00, Miércoles 13:00-15:00",10
CBE328306,CBE-3283-06,HISTORIA DE LAS MATEMATICAS,A,Teoria,VIRAMONTES MIRANDA JUAN DE DIOS,103-G-304,"Lunes 13:00-15:00, Miércoles 13:00-15:00",15
CBE328406,CBE-3284-06,MODELOS MATEMATICOS I,A,Teoria,ESTRADA ESTRADA OSCAR HERNAN,103,"Martes 11:00-13:00, Jueves 11:00-13:00",10
CBE329006,CBE-3290-06,SISTEMAS DINAMICOS,A,Teoria,TORRES GARCIA MA DE LOS ANGELES,103,"Martes 11:00-13:00, Jueves 11:00-13:00",10
CBE500105,CBE-5001-05,SEMINARIO DE INVESTIGACION,A,Teoria,HERRERA ROBLES JOEL OBED,103,Martes 15:00-17:00,20
CBE500205,CBE-5002-05,PROYECTO DE TESIS I,A,Teoria,FARIAS MANCILLA JOSE RURIK,103-K1-102-b,"Martes 13:00-17:00, Jueves 13:00-17:00",10
CBE500405,CBE-5004-05,PROYECTO DE TESIS II,A,Teoria,MARTINEZ PEREZ CARLOS ALBERTO,103-K1-102-a,"Lunes 13:00-17:00, Miércoles 13:00-17:00",15
CBE521104,CBE-5211-04,ESTADISTICA APLICADA,A,Teoria,ESTRADA ORANTES FRANCISCO JAVIER,103,Jueves 18:00-21:00,15
CBE521504,CBE-5215-04,MATEMATICAS AVANZADAS,A,Teoria,DAVALOS RAMIREZ JOSE OMAR,103,Lunes 19:00-22:00,15
CBE530105,CBE-5301-05,ESTRUCTURA Y PROPIEDADES DE LOS MATERIALES,A,Teoria,ENRIQUEZ CARREJO JOSE LUIS,103-H1-302,Lunes 18:00-22:00,10
CBE530305,CBE-5303-05,TRANSFORMACIONES DE FASE Y CINETICA,A,Teoria,RODRIGUEZ GONZALEZ CLAUDIA,ALEJANDRA103-Y5-207,Martes 9:00-13:00,5
CBE530505,CBE-5305-05,CARACTERIZACION DE MATERIALES,A,Teoria,RAMOS MURILLO MANUEL ANTONIO,103-H1-208,Martes 18:00-22:00,10
CBE530705,CBE-5307-05,TECNOLOGIA DE LOS POLIMEROS,A,Teoria,MARTINEZ PEREZ CARLOS ALBERTO,103-K1-102-a,Lunes 9:00-13:00,10
CBE530905,CBE-5309-05,MODELACION Y SIMULACION DE MATERIALES,A,Teoria,RAMOS MURILLO MANUEL ANTONIO,103-H1-209,Jueves 18:00-22:00,15
CBE532705,CBE-5327-05,BIOMATERIALES,A,Teoria,MARTINEZ PEREZ CARLOS ALBERTO,103-Y5-208,Miércoles 9:00-13:00,20
CBE532905,CBE-5329-05,NANOTECNOLOGIA,A,Teoria,... ... ...,103-H1-209,Jueves 9:00-13:00,15
CBE533405,CBE-5334-05,INT.A LA MIC. ELEC. DE BARRIDO Y MICROANALISIS,A,Teoria,REYES BLAS HORTENSIA,103,Jueves 18:00-22:00,10
CBE982617,CBE-9826-17,MATRICES Y TRANSFORMACIONES,A,Teoria,AVILA ALVAREZ FRANCISCO,103,"Lunes 16:00-18:00, Miércoles 16:00-18:00",25
CBE982617,CBE-9826-17,MATRICES Y TRANSFORMACIONES,B,Teoria,... ... ...,103,"Martes 9:00-11:00, Jueves 9:00-11:00",30
CBE982717,CBE-9827-17,INTRODUCCION AL LABORATORIO DE FISICA,A-L1,Laboratorio,MURILLO ALVA MIGUEL ANGEL,103-Y5-211,Viernes 8:00-10:00,20
CBE982717,CBE-9827-17,INTRODUCCION AL LABORATORIO DE FISICA,B-L1,Laboratorio,MURILLO ALVA MIGUEL ANGEL,103-Y5-211,Viernes 10:00-12:00,20
CBE982717,CBE-9827-17,INTRODUCCION AL LABORATORIO DE FISICA,C-L1,Laboratorio,MURILLO ALVA MIGUEL ANGEL,103-Y5-211,Viernes 12:00-14:00,20
CBE982817,CBE-9828-17,GEOMETRIA ANALITICA,A,Teoria,VIRAMONTES MIRANDA JUAN DE DIOS,103-G-204,"Martes 9:00-11:00, Jueves 9:00-11:00",25
CBE982917,CBE-9829-17,RAZONAMIENTO MATEMATICO,A,Teoria,ESTRADA ESTRADA OSCAR HERNAN,103-G-204,"Lunes 9:00-11:00, Miércoles 9:00-11:00",25
CBE983217,CBE-9832-17,CALCULO MULTIVARIABLE,A,Teoria,HASSE ARMENGOL ISAAC,103-H-201-b,"Martes 9:00-11:00, Jueves 9:00-11:00",25
CBE983217,CBE-9832-17,CALCULO MULTIVARIABLE,B,Teoria,AVILA ALVAREZ FRANCISCO,103,"Lunes 13:00-15:00, Miércoles 13:00-15:00",25
CBE983317,CBE-9833-17,PROGRAMACION Y ALGORITMOS,A,Teoria,MEDEROS MADRAZO BORIS JESUS,103,"Martes 11:00-13:00, Jueves 11:00-13:00",15
CBE983417,CBE-9834-17,INTRODUCCION AL ANALISIS,A,Teoria,LOEZA CHIN LUIS GABRIEL,103-H1-209,"Lunes 11:00-13:00, Miércoles 11:00-13:00",15
CBE983717,CBE-9837-17,PROBABILIDAD,A,Teoria,MEDEROS MADRAZO BORIS JESUS,103,"Lunes 9:00-11:00, Miércoles 9:00-11:00",15
CBE985117,CBE-9851-17,LABORATORIO DE FISICA II,A-L1,Laboratorio,SALGADO MACIAS EDGAR ANDRES,103,Viernes 8:00-10:00,15
CBE985117,CBE-9851-17,LABORATORIO DE FISICA II,B-L1,Laboratorio,SALGADO MACIAS EDGAR ANDRES,103,Viernes 10:00-12:00,15
CBE985317,CBE-9853-17,ECUACIONES DIFERENCIALES ORDINARIAS,A,Teoria,ESTRADA ESTRADA OSCAR HERNAN,103,"Martes 9:00-11:00, Jueves 9:00-11:00",15
CBE985417,CBE-9854-17,FISICOQUIMICA DE MATERIALES,A,Teoria,VALENCIA GOMEZ LAURA ELIZABETH,103-G-302,"Lunes 18:00-20:00, Miércoles 18:00-20:00",25
CBE985517,CBE-9855-17,"CALOR, MASA Y FLUIDOS",A,Teoria,MANI GONZALEZ PIERRE GIOVANNI,103-G-203,"Martes 18:00-20:00, Jueves 18:00-20:00",30
CBE985617,CBE-9856-17,PROPIEDADES MECANICAS DE LOS MATERIALES,A,Teoria,CAMACHO MONTES HECTOR,103-G-204,"Lunes 16:00-18:00, Miércoles 16:00-18:00",30
CBE986117,CBE-9861-17,INGENIERIA DE CERAMICOS,A,Teoria,CAMACHO MONTES HECTOR,103-G-204,"Lunes 18:00-20:00, Miércoles 18:00-20:00",30
CBE986217,CBE-9862-17,INTRODUCCION A LA CORROSION Y DEGRADACION DE MATERIALES,A,Teoria,RODRIGUEZ GONZALEZ CLAUDIA,ALEJANDRA103-G-304,"Martes 18:00-20:00, Jueves 18:00-20:00",30
CBE986817,CBE-9868-17,FISICA MEDICA,A,Teoria,CASTREJON PARGA KAREN YAEL,103-H1-209,"Martes 16:00-18:00, Jueves 16:00-18:00",15
CBE987017,CBE-9870-17,PROGRAMACION AVANZADA PARA PROCESAMIENTO DE DATOS,A,Teoria,RODRIGUEZ RAMIREZ MIGUEL GONZALO,103-G-303,"Martes 18:00-20:00, Jueves 18:00-20:00",20
CBE994020,CBE-9940-20,TRATAMIENTOS TÉRMICOS,A,Teoria,MARQUEZ MARQUEZ CLEMENTE,103,"Martes 16:00-18:00, Jueves 16:00-18:00",20
CBE994123,CBE-9941-23,DISPOSITIVOS DE ALMACENAMIENTO DE ENERGÍA ELECTROQUÍMICA,A,Teoria,HERRERA ROBLES JOEL OBED,103-H1-209,Miércoles 18:00-22:00,10
DCM000300,DCM-0003-00,PROYECTO DE TESIS II,A,Teoria,MANI GONZALEZ PIERRE GIOVANNI,103-G-301-j,"Martes 13:00-17:00, Jueves 13:00-17:00",5
DCM000400,DCM-0004-00,SEMINARIO DE INVESTIGACION,A,Teoria,ESPINOSA ALMEYDA YOANH,103-H1-209,Martes 13:00-15:00,15
DCM000800,DCM-0008-00,SEMINARIO DE INVESTIGACION II,A,Teoria,ESPINOSA ALMEYDA YOANH,103,Martes 15:00-17:00,10
DCM000900,DCM-0009-00,PROYECTO DE TESIS III,A,Teoria,CAMACHO MONTES HECTOR,103,"Martes 13:00-17:00, Jueves 13:00-17:00",10
DCM001000,DCM-0010-00,ESTRUCTURA Y PROPIEDADES DE LOS MATERIALES,A,Teoria,ENRIQUEZ CARREJO JOSE LUIS,103-H1-302,Lunes 18:00-22:00,10
DCM001100,DCM-0011-00,PROYECTO DE TESIS I,A,Teoria,RODRIGUEZ GONZALEZ CLAUDIA,ALEJANDRA103-Y5-207,"Lunes 13:00-17:00, Miércoles 13:00-17:00",5
DCM001200,DCM-0012-00,PROYECTO DE TESIS IV,A,Teoria,ENRIQUEZ CARREJO JOSE LUIS,103-K1-102-b,"Lunes 13:00-17:00, Miércoles 13:00-17:00",20
DCM001300,DCM-0013-00,PROYECTO DE TESIS V,A,Teoria,OLIVAS ARMENDARIZ IMELDA,103-G-104-f,"Martes 13:00-17:00, Jueves 13:00-17:00",10
DCM001700,DCM-0017-00,CARACTERIZACION DE MATERIALES,A,Teoria,RAMOS MURILLO MANUEL ANTONIO,103-H1-208,Martes 18:00-22:00,10
DCM001800,DCM-0018-00,INTRODUCCION A LA MIC. ELEC. DE BARRIDO Y MICROANALISIS,A,Teoria,REYES BLAS HORTENSIA,103,Jueves 18:00-22:00,10
DCM001900,DCM-0019-00,TRANSFORMACIONES DE FASE Y CINETICA,A,Teoria,RODRIGUEZ GONZALEZ CLAUDIA,ALEJANDRA103-Y5-207,Martes 9:00-13:00,5
DCM002700,DCM-0027-00,TECNOLOGIA DE LOS POLIMEROS,A,Teoria,MARTINEZ PEREZ CARLOS ALBERTO,103-K1-102-a,Lunes 9:00-13:00,10
DCM003323,DCM-0033-23,DISPOSITIVOS DE ALMACENAMIENTO DE ENERGÍA ELECTROQUÍMICA,A,Teoria,HERRERA ROBLES JOEL OBED,103-H1-209,Miércoles 18:00-22:00,10
MME000515,MME-0005-15,TEORIAS Y PARADIGMAS DE LA MATEMATICA EDUCATIVA,A,Teoria,VIRAMONTES MIRANDA JUAN DE DIOS,103-G-104-b,Miércoles 17:00-20:00,3
MME000615,MME-0006-15,PENSAMIENTO MATEMATICO II,A,Teoria,AVILA SANDOVAL MARIO SILVINO,103,Jueves 17:00-20:00,3
MME000715,MME-0007-15,USO DE LAS NUEVAS TECNOLOGIAS EN LA ENSEÑANZA DE LAS MATEMATICAS,A,Teoria,RODRIGUEZ MARRUFO LUIS,103-G-204,Viernes 19:00-22:00,3
MME000915,MME-0009-15,SEMINARIO DE MATEMATICA EDUCATIVA II,A,Teoria,ESPARZA PUGA DANELLY SUSANA,103-G-203,Viernes 18:00-19:00,3
MME001115,MME-0011-15,SEMINARIO DE TRABAJO RECEPCIONAL II,A,Teoria,CHAVIRA HEIDY CECILIA,103-H1-209,Lunes 13:00-16:00,10
MME001115,MME-0011-15,SEMINARIO DE TRABAJO RECEPCIONAL II,B,Teoria,RAMIREZ SANDOVAL OSIEL,103-H1-302,Miércoles 18:00-21:00,10
MME001115,MME-0011-15,SEMINARIO DE TRABAJO RECEPCIONAL II,C,Teoria,VIRAMONTES MIRANDA JUAN DE DIOS,103,Jueves 17:00-20:00,10
MME001115,MME-0011-15,SEMINARIO DE TRABAJO RECEPCIONAL II,D,Teoria,CRUZ QUIÑONES MARIA DE LOS ANGELES,103-H1-209,Viernes 13:00-16:00,10
MME001615,MME-0016-15,SEMINARIO DE MATEMATICA EDUCATIVA IV,A,Teoria,ESPARZA PUGA DANELLY SUSANA,103-G-203,Viernes 18:00-19:00,23
MME001715,MME-0017-15,SEMINARIO DE DIDACTICA DE LAS MATEMATICAS,A,Teoria,AVILA SANDOVAL MARIO SILVINO,103-H-201-b,Viernes 19:00-22:00,10
MME001815,MME-0018-15,SEMINARIO DE TECNOLOGIA EN EL AULA DE MATEMATICAS,A,Teoria,RODRIGUEZ MARRUFO LUIS,103-G-204,Viernes 19:00-22:00,15
MME002015,MME-0020-15,EVALUACION EDUCATIVA,A,Teoria,RODRIGUEZ MARRUFO LEONARDO,103,Sábado 9:00-12:00,23
DIA000116,DIA-0001-16,SEMINARIO DE INVESTIGACION,A,Teoria,RIVERA ZARATE GILBERTO Teams Lunes,"17:00-21:00,",Miércoles 17:00-21:00,10
DIA000216,DIA-0002-16,SEMINARIO PREDOCTORAL,A,Teoria,HERNANDEZ ARELLANO JUAN LUIS,103-Z-203,"Jueves 9:00-12:00, Miércoles 9:00-12:00",10
DIA000316,DIA-0003-16,PROYECTO DE INVESTIGACION I,A,Teoria,SANCHEZ SOLIS JULIA PATRICIA,103-C-101,Martes 10:00-18:00,10
DIA000416,DIA-0004-16,PROYECTO DE INVESTIGACION II,A,Teoria,MEJIA MUÑOZ JOSE MANUEL,103-K1-301-n,"Lunes 14:00-18:00, Miércoles 14:00-18:00",5
DIA000516,DIA-0005-16,PROYECTO DE INVESTIGACION III,A,Teoria,GARCIA ALCARAZ JORGE LUIS,103-H1-203,"Lunes 16:00-20:00, Miércoles 16:00-20:00",10
DIA000616,DIA-0006-16,PROYECTO DE INVESTIGACION IV,A,Teoria,CRUZ SANCHEZ VIANEY GUADALUPE,103,"Martes 9:00-13:00, Jueves 9:00-13:00",10
DIA000616,DIA-0006-16,PROYECTO DE INVESTIGACION IV,B,Teoria,OCHOA DOMINGUEZ HUMBERTO DE JESUS,103,"Lunes 11:00-13:00, Martes 16:00-18:00, Miércoles 11:00-13:00, Jueves 16:00-18:00",10
DIA000716,DIA-0007-16,PROYECTO DE INVESTIGACION V,A,Teoria,GARCIA ALCARAZ JORGE LUIS,103-H1-203,"Martes 9:00-13:00, Jueves 9:00-13:00",10
DIA000816,DIA-0008-16,EXAMEN PREDOCTORAL,A,Teoria,FLORENCIA JUAREZ ROGELIO,103,Martes 10:00-16:00,10
DIA000916,DIA-0009-16,TESIS,A,Teoria,MALDONADO MACIAS AIDE ARACELY,103-K1-301,"Lunes 10:00-14:00, Martes 10:00-14:00",5
IEC110796,IEC-1107-96,PROGRAMACION ESTRUCTURADA,A,Teoria,OCHOA DOMINGUEZ HUMBERTO DE JESUS,103-Y4-101,"Lunes 16:00-18:00, Miércoles 16:00-18:00",20
IEC110796,IEC-1107-96,PROGRAMACION ESTRUCTURADA,C,Teoria,CASTRO VASQUEZ ARNULFO,103-Y4-101,"Lunes 7:00-9:00, Miércoles 7:00-9:00",20
IEC110796,IEC-1107-96,PROGRAMACION ESTRUCTURADA,D,Teoria,CASTRO VASQUEZ ARNULFO,103-Y4-101,"Martes 7:00-9:00, Jueves 7:00-9:00",20
IEC110796,IEC-1107-96,PROGRAMACION ESTRUCTURADA,E,Teoria,PADILLA FRANCO JAVITT HIGMAR NAHITT,103-Y4-101,"Martes 9:00-11:00, Jueves 9:00-11:00",20
IEC110796,IEC-1107-96,PROGRAMACION ESTRUCTURADA,F,Teoria,PALACIOS DIAZ FERNANDO,103-Y4-101,"Lunes 11:00-13:00, Miércoles 11:00-13:00",20
IEC110796,IEC-1107-96,PROGRAMACION ESTRUCTURADA,G,Teoria,DOMINGUEZ GUERRERO JOSUE,103-W-301,"Lunes 9:00-11:00, Miércoles 9:00-11:00",20
IEC110796,IEC-1107-96,PROGRAMACION ESTRUCTURADA,H,Teoria,DOMINGUEZ GUERRERO JOSUE,103-Y4-101,"Martes 13:00-15:00, Jueves 13:00-15:00",20
IEC110796,IEC-1107-96,PROGRAMACION ESTRUCTURADA,I,Teoria,SANTIAGO RAMIREZ EVERARDO,103-Y4-101,"Lunes 9:00-11:00, Miércoles 9:00-11:00",20
IEC110796,IEC-1107-96,PROGRAMACION ESTRUCTURADA,J,Teoria,SANTIAGO RAMIREZ EVERARDO Campus Virtual,20,,20
IEC130196,IEC-1301-96,CIRCUITOS DIGITALES,A,Teoria,CANALES VALDIVIEZO ISMAEL,103,"Jueves 7:00-9:00, Viernes 8:00-9:00",24
IEC130196,IEC-1301-96,CIRCUITOS DIGITALES,A-L1,Laboratorio,CANALES VALDIVIEZO ISMAEL,103-Y4-201,Martes 7:00-9:00,24
IEC130196,IEC-1301-96,CIRCUITOS DIGITALES,B,Teoria,FLORES CAMACHO ITZEL ADRIANA,103,"Lunes 13:00-15:00, Viernes 13:00-14:00",24
IEC130196,IEC-1301-96,CIRCUITOS DIGITALES,B-L1,Laboratorio,FLORES CAMACHO ITZEL ADRIANA,103-Y4-201,Miércoles 13:00-15:00,24
IEC130196,IEC-1301-96,CIRCUITOS DIGITALES,C,Teoria,GARCIA CHAPARRO DAVID,103,"Miércoles 11:00-13:00, Viernes 11:00-12:00",24
IEC130196,IEC-1301-96,CIRCUITOS DIGITALES,C-L1,Laboratorio,GARCIA CHAPARRO DAVID,103-Y4-201,Lunes 11:00-13:00,24
IEC130196,IEC-1301-96,CIRCUITOS DIGITALES,D,Teoria,GOMEZ FRANCO MARIBEL,103,"Martes 9:00-11:00, Viernes 10:00-11:00",24
IEC130196,IEC-1301-96,CIRCUITOS DIGITALES,D-L1,Laboratorio,GOMEZ FRANCO MARIBEL,103-Y4-201,Jueves 9:00-11:00,24
IEC130196,IEC-1301-96,CIRCUITOS DIGITALES,F,Teoria,RASCON MADRIGAL LIDIA HORTENCIA,103,"Lunes 9:00-11:00, Viernes 9:00-10:00",24
IEC130196,IEC-1301-96,CIRCUITOS DIGITALES,F-L1,Laboratorio,RASCON MADRIGAL LIDIA HORTENCIA,103-Y4-201,Miércoles 9:00-11:00,24
IEC130196,IEC-1301-96,CIRCUITOS DIGITALES,G,Teoria,VALENZUELA MORENO ALDO URIEL,103,"Martes 16:00-18:00, Viernes 17:00-18:00",24
IEC130196,IEC-1301-96,CIRCUITOS DIGITALES,G-L1,Laboratorio,VALENZUELA MORENO ALDO URIEL,103,Jueves 16:00-18:00,24
IEC130196,IEC-1301-96,CIRCUITOS DIGITALES,H,Teoria,VALENZUELA MORENO ALDO URIEL,103,"Lunes 16:00-18:00, Viernes 16:00-17:00",24
IEC130196,IEC-1301-96,CIRCUITOS DIGITALES,H-L1,Laboratorio,VALENZUELA MORENO ALDO URIEL,103-Y4-201,Miércoles 16:00-18:00,24
IEC210896,IEC-2108-96,ESTRUCTURA DE DATOS,A,Teoria,OLMOS SANCHEZ KARLA MIROSLAVA,103-W-301,"Lunes 11:00-13:00, Miércoles 11:00-13:00",24
IEC210896,IEC-2108-96,ESTRUCTURA DE DATOS,B,Teoria,PARROQUIN AMAYA PATRICIA CRISTINA,103-Y4-101,"Lunes 13:00-15:00, Miércoles 13:00-15:00",24
IEC210896,IEC-2108-96,ESTRUCTURA DE DATOS,C,Teoria,GONZALEZ CAMPOS JOSE SAUL,103,"Lunes 16:00-18:00, Miércoles 16:00-18:00",30
IEC220196,IEC-2201-96,BASES DE DATOS I,A,Teoria,CASTRO VASQUEZ ARNULFO,103,"Lunes 9:00-11:00, Miércoles 9:00-11:00",30
IEC220196,IEC-2201-96,BASES DE DATOS I,B,Teoria,SANTIAGO RAMIREZ EVERARDO,103,"Martes 9:00-11:00, Jueves 9:00-11:00",24
IEC220196,IEC-2201-96,BASES DE DATOS I,C,Teoria,ARELLANO FLORES JORGE ISAAC Teams Martes,"18:00-20:00,",Jueves 18:00-20:00,24
IEC224296,IEC-2242-96,ELECTRONICA DIGITAL,A,Teoria,VALENZUELA MORENO ALDO URIEL,103,"Martes 16:00-18:00, Viernes 17:00-18:00",24
IEC224296,IEC-2242-96,ELECTRONICA DIGITAL,A-L1,Laboratorio,VALENZUELA MORENO ALDO URIEL,103,Jueves 16:00-18:00,24
IEC224309,IEC-2243-09,SISTEMAS LINEALES,A,Teoria,"GUTIERREZ CASAS EFREN DAVID Do - NR,",30,,30
IEC224309,IEC-2243-09,SISTEMAS LINEALES,A-L1,Laboratorio,GUTIERREZ CASAS EFREN DAVID Campus Virtual,30,,30
IEC224309,IEC-2243-09,SISTEMAS LINEALES,B,Teoria,GUTIERREZ CASAS EFREN DAVID Campus Virtual,30,,30
IEC224309,IEC-2243-09,SISTEMAS LINEALES,B-L1,Laboratorio,GUTIERREZ CASAS EFREN DAVID Campus Virtual,30,,30
IEC224309,IEC-2243-09,SISTEMAS LINEALES,C,Teoria,LOYA CARAVEO HECTOR MANUEL,103-W-103,"Miércoles 13:00-15:00, Viernes 13:00-14:00",24
IEC224309,IEC-2243-09,SISTEMAS LINEALES,C-L1,Laboratorio,LOYA CARAVEO HECTOR MANUEL,103-W-103,Lunes 13:00-15:00,24
IEC224309,IEC-2243-09,SISTEMAS LINEALES,D,Teoria,LOYA CARAVEO HECTOR MANUEL,103-W-103,"Lunes 11:00-13:00, Viernes 11:00-12:00",24
IEC224309,IEC-2243-09,SISTEMAS LINEALES,D-L1,Laboratorio,LOYA CARAVEO HECTOR MANUEL,103-W-103,Miércoles 11:00-13:00,24
IEC224309,IEC-2243-09,SISTEMAS LINEALES,E,Teoria,MIRELES JR. GARCIA JOSE,103-W-106,"Martes 9:00-11:00, Viernes 10:00-11:00",24
IEC224309,IEC-2243-09,SISTEMAS LINEALES,E-L1,Laboratorio,MIRELES JR. GARCIA JOSE,103-W-106,Jueves 9:00-11:00,24
IEC224309,IEC-2243-09,SISTEMAS LINEALES,F,Teoria,MIRELES JR. GARCIA JOSE,103-W-101,"Martes 18:00-20:00, Viernes 18:00-19:00",24
IEC224309,IEC-2243-09,SISTEMAS LINEALES,F-L1,Laboratorio,MIRELES JR. GARCIA JOSE,103-W-101,Jueves 18:00-20:00,24
IEC224509,IEC-2245-09,INGENIERIA DE MATERIALES,A,Teoria,CARRILLO CASTILLO AMANDA,103,"Lunes 9:00-11:00, Miércoles 9:00-11:00",35
IEC224509,IEC-2245-09,INGENIERIA DE MATERIALES,B,Teoria,BURCIAGA JURADO LUCERO GUADALUPE,103,"Martes 11:00-13:00, Jueves 11:00-13:00",35
IEC224609,IEC-2246-09,BIOMATERIALES,A,Teoria,BURCIAGA JURADO LUCERO GUADALUPE,103,"Martes 9:00-11:00, Jueves 9:00-11:00",30
IEC224609,IEC-2246-09,BIOMATERIALES,B,Teoria,VALENZUELA VILLELA KAREN SOFIA,103,"Martes 18:00-20:00, Jueves 18:00-20:00",30
IEC224709,IEC-2247-09,BIOINSTRUMENTACION I,A,Teoria,GONZALEZ LANDAETA RAFAEL ELIECER,103-J1-106,"Lunes 13:00-15:00, Viernes 13:00-14:00",30
IEC224709,IEC-2247-09,BIOINSTRUMENTACION I,A-L1,Laboratorio,GONZALEZ LANDAETA RAFAEL ELIECER,103-J1-106,Miércoles 13:00-15:00,30
IEC224709,IEC-2247-09,BIOINSTRUMENTACION I,B,Teoria,SAUCEDA CARVAJAL ANGEL,103,"Martes 16:00-18:00, Viernes 17:00-18:00",30
IEC224709,IEC-2247-09,BIOINSTRUMENTACION I,B-L1,Laboratorio,SAUCEDA CARVAJAL ANGEL,103-J1-106,Jueves 16:00-18:00,30
IEC224809,IEC-2248-09,BIOINSTRUMENTACION II,A,Teoria,GONZALEZ LANDAETA RAFAEL ELIECER,103-J1-106,"Lunes 16:00-18:00, Viernes 16:00-17:00",30
IEC224809,IEC-2248-09,BIOINSTRUMENTACION II,A-L1,Laboratorio,GONZALEZ LANDAETA RAFAEL ELIECER,103-J1-106,Miércoles 16:00-18:00,30
IEC224809,IEC-2248-09,BIOINSTRUMENTACION II,B,Teoria,SAUCEDA CARVAJAL ANGEL,103,"Miércoles 18:00-20:00, Viernes 18:00-19:00",30
IEC224809,IEC-2248-09,BIOINSTRUMENTACION II,B-L1,Laboratorio,SAUCEDA CARVAJAL ANGEL,103-J1-106,Lunes 18:00-20:00,30
IEC225309,IEC-2253-09,INGENIERIA DE REHABILITACION,A,Teoria,MERAZ TENA ERIKA GUADALUPE,103,"Lunes 11:00-13:00, Miércoles 11:00-13:00",20
IEC225309,IEC-2253-09,INGENIERIA DE REHABILITACION,B,Teoria,MARTINEZ FLORES MELVA ALEJANDRA,103,"Martes 18:00-20:00, Jueves 18:00-20:00",20
IEC225709,IEC-2257-09,BIOSENSORES,A,Teoria,CHAIREZ ORTEGA MANUEL ALEJANDRO,103,"Lunes 18:00-20:00, Viernes 18:00-19:00",25
IEC225709,IEC-2257-09,BIOSENSORES,A-L1,Laboratorio,CHAIREZ ORTEGA MANUEL ALEJANDRO,103-J1-106,Miércoles 18:00-20:00,25
IEC225800,IEC-2258-00,BIOMECANICA PARA INGENIERIA,A,Teoria,MARTINEZ FLORES MELVA ALEJANDRA,103,"Jueves 16:00-18:00, Viernes 16:00-18:00",30
IEC225800,IEC-2258-00,BIOMECANICA PARA INGENIERIA,A-L1,Laboratorio,MARTINEZ FLORES MELVA ALEJANDRA,103-J1-106,Martes 16:00-18:00,30
